Filename,Prompt,Language,Score_Level,essay_len,num_sentence,noun_count,verb_count,adj_count,modal_count,noun_per_sentence,verb_per_sentence,adj_per_sentence,modal_per_sentence,the_count,aan_count,one_count,this_count,that_count,these_count,those_count,other_det_count,the_freq,aan_freq,one_freq,this_freq,that_freq,these_freq,those_freq,other_det_freq
1036917.txt,P5,SPA,medium,263,11,58,51,24,5,5.272727273,4.636363636,2.181818182,0.454545455,10,4,2,2,0,0,0,4,0.038022814,0.015209125,0.007604563,0.007604563,0,0,0,0.015209125
1038083.txt,P4,SPA,medium,290,16,63,66,23,4,3.9375,4.125,1.4375,0.25,6,8,1,0,2,1,0,2,0.020689655,0.027586207,0.003448276,0,0.006896552,0.003448276,0,0.006896552
1038393.txt,P5,SPA,medium,316,11,75,46,35,14,6.818181818,4.181818182,3.181818182,1.272727273,38,4,3,1,1,0,0,2,0.120253165,0.012658228,0.009493671,0.003164557,0.003164557,0,0,0.006329114
1039104.txt,P2,SPA,low,276,14,40,58,27,10,2.857142857,4.142857143,1.928571429,0.714285714,11,9,1,1,1,0,0,2,0.039855072,0.032608696,0.003623188,0.003623188,0.003623188,0,0,0.007246377
1039122.txt,P4,SPA,medium,300,19,71,54,19,5,3.736842105,2.842105263,1,0.263157895,24,6,4,1,2,0,0,4,0.08,0.02,0.013333333,0.003333333,0.006666667,0,0,0.013333333
1039278.txt,P2,SPA,high,489,16,96,89,55,6,6,5.5625,3.4375,0.375,12,7,1,1,5,0,0,5,0.024539877,0.014314928,0.00204499,0.00204499,0.010224949,0,0,0.010224949
1044553.txt,P2,SPA,medium,307,9,75,50,40,7,8.333333333,5.555555556,4.444444444,0.777777778,11,9,0,2,0,0,0,6,0.035830619,0.029315961,0,0.006514658,0,0,0,0.019543974
1047013.txt,P3,SPA,high,335,13,73,53,44,3,5.615384615,4.076923077,3.384615385,0.230769231,25,6,1,2,0,0,0,4,0.074626866,0.017910448,0.002985075,0.005970149,0,0,0,0.011940299
1047971.txt,P6,SPA,medium,308,11,73,55,25,6,6.636363636,5,2.272727273,0.545454545,18,13,1,4,1,1,0,7,0.058441558,0.042207792,0.003246753,0.012987013,0.003246753,0.003246753,0,0.022727273
1048159.txt,P8,SPA,low,127,10,38,21,10,0,3.8,2.1,1,0,4,1,1,3,1,0,0,8,0.031496063,0.007874016,0.007874016,0.023622047,0.007874016,0,0,0.062992126
1048341.txt,P2,SPA,high,383,13,65,96,27,5,5,7.384615385,2.076923077,0.384615385,13,6,4,2,1,0,0,4,0.033942559,0.015665796,0.010443864,0.005221932,0.002610966,0,0,0.010443864
1048742.txt,P4,SPA,medium,302,7,80,48,25,2,11.42857143,6.857142857,3.571428571,0.285714286,20,11,0,4,1,0,5,7,0.066225166,0.036423841,0,0.013245033,0.003311258,0,0.016556291,0.023178808
1049114.txt,P6,SPA,medium,344,18,72,64,38,11,4,3.555555556,2.111111111,0.611111111,15,13,1,2,0,0,0,2,0.043604651,0.037790698,0.002906977,0.005813953,0,0,0,0.005813953
1049429.txt,P6,SPA,medium,274,10,55,58,21,4,5.5,5.8,2.1,0.4,10,17,2,2,0,0,0,5,0.03649635,0.062043796,0.00729927,0.00729927,0,0,0,0.018248175
1049460.txt,P7,SPA,low,200,8,41,41,14,8,5.125,5.125,1.75,1,14,0,0,2,1,1,0,4,0.07,0,0,0.01,0.005,0.005,0,0.02
1049574.txt,P8,SPA,high,407,19,83,86,26,11,4.368421053,4.526315789,1.368421053,0.578947368,19,10,1,4,0,1,0,4,0.046683047,0.024570025,0.002457002,0.00982801,0,0.002457002,0,0.00982801
1049910.txt,P8,SPA,medium,373,18,109,58,35,7,6.055555556,3.222222222,1.944444444,0.388888889,30,10,5,0,2,0,0,4,0.080428954,0.026809651,0.013404826,0,0.00536193,0,0,0.010723861
1050860.txt,P8,SPA,low,219,18,64,42,22,4,3.555555556,2.333333333,1.222222222,0.222222222,23,1,0,0,1,0,0,0,0.105022831,0.00456621,0,0,0.00456621,0,0,0
1051474.txt,P1,SPA,medium,308,13,87,55,35,4,6.692307692,4.230769231,2.692307692,0.307692308,13,8,2,2,5,1,2,0,0.042207792,0.025974026,0.006493506,0.006493506,0.016233766,0.003246753,0.006493506,0
1052529.txt,P4,SPA,medium,360,21,83,77,25,6,3.952380952,3.666666667,1.19047619,0.285714286,16,6,4,6,0,2,0,2,0.044444444,0.016666667,0.011111111,0.016666667,0,0.005555556,0,0.005555556
1052687.txt,P5,SPA,high,339,17,76,52,24,14,4.470588235,3.058823529,1.411764706,0.823529412,26,4,0,0,4,1,0,4,0.076696165,0.01179941,0,0,0.01179941,0.002949853,0,0.01179941
1053154.txt,P5,SPA,medium,339,13,90,58,37,10,6.923076923,4.461538462,2.846153846,0.769230769,15,2,0,2,2,2,0,3,0.044247788,0.005899705,0,0.005899705,0.005899705,0.005899705,0,0.008849558
1053317.txt,P5,SPA,high,302,16,72,64,29,17,4.5,4,1.8125,1.0625,9,6,0,2,2,1,0,3,0.029801325,0.01986755,0,0.006622517,0.006622517,0.003311258,0,0.009933775
1054274.txt,P4,SPA,medium,259,10,68,50,19,4,6.8,5,1.9,0.4,15,2,0,0,0,0,1,1,0.057915058,0.007722008,0,0,0,0,0.003861004,0.003861004
1054290.txt,P2,SPA,medium,258,13,57,44,28,6,4.384615385,3.384615385,2.153846154,0.461538462,10,8,3,1,2,2,0,5,0.03875969,0.031007752,0.011627907,0.003875969,0.007751938,0.007751938,0,0.019379845
1054672.txt,P6,SPA,high,478,23,91,125,26,16,3.956521739,5.434782609,1.130434783,0.695652174,22,17,0,9,2,0,0,3,0.046025105,0.035564854,0,0.018828452,0.0041841,0,0,0.006276151
1059344.txt,P8,SPA,medium,436,20,97,97,25,10,4.85,4.85,1.25,0.5,15,10,1,0,5,0,0,6,0.03440367,0.02293578,0.002293578,0,0.01146789,0,0,0.013761468
1060401.txt,P2,SPA,medium,328,20,102,51,32,3,5.1,2.55,1.6,0.15,22,4,0,2,2,0,0,3,0.067073171,0.012195122,0,0.006097561,0.006097561,0,0,0.009146341
1063980.txt,P2,SPA,medium,377,4,74,83,36,4,18.5,20.75,9,1,12,10,1,0,0,0,0,4,0.031830239,0.026525199,0.00265252,0,0,0,0,0.01061008
1064514.txt,P7,SPA,low,231,6,53,45,20,2,8.833333333,7.5,3.333333333,0.333333333,16,6,0,1,0,0,0,2,0.069264069,0.025974026,0,0.004329004,0,0,0,0.008658009
1065522.txt,P8,SPA,high,330,12,84,56,33,8,7,4.666666667,2.75,0.666666667,13,13,1,1,1,0,0,2,0.039393939,0.039393939,0.003030303,0.003030303,0.003030303,0,0,0.006060606
1066543.txt,P7,SPA,high,454,15,98,94,31,12,6.533333333,6.266666667,2.066666667,0.8,20,12,0,2,0,1,1,5,0.044052863,0.026431718,0,0.004405286,0,0.002202643,0.002202643,0.011013216
1067311.txt,P4,SPA,high,350,17,95,61,40,6,5.588235294,3.588235294,2.352941176,0.352941176,31,5,1,4,0,2,0,2,0.088571429,0.014285714,0.002857143,0.011428571,0,0.005714286,0,0.005714286
1069410.txt,P2,SPA,high,362,23,73,80,44,4,3.173913043,3.47826087,1.913043478,0.173913043,7,12,0,0,4,0,0,3,0.019337017,0.033149171,0,0,0.011049724,0,0,0.008287293
1070723.txt,P1,SPA,medium,298,4,50,67,19,4,12.5,16.75,4.75,1,10,9,2,3,1,0,0,0,0.033557047,0.030201342,0.006711409,0.010067114,0.003355705,0,0,0
1071822.txt,P4,SPA,medium,309,7,67,61,22,2,9.571428571,8.714285714,3.142857143,0.285714286,20,16,1,2,1,0,0,5,0.064724919,0.051779935,0.003236246,0.006472492,0.003236246,0,0,0.01618123
1072988.txt,P8,SPA,medium,302,17,57,69,18,11,3.352941176,4.058823529,1.058823529,0.647058824,10,10,1,1,2,0,0,4,0.033112583,0.033112583,0.003311258,0.003311258,0.006622517,0,0,0.013245033
1073830.txt,P4,SPA,high,396,15,75,81,25,14,5,5.4,1.666666667,0.933333333,34,8,3,5,2,0,0,1,0.085858586,0.02020202,0.007575758,0.012626263,0.005050505,0,0,0.002525253
1075194.txt,P3,SPA,medium,305,12,78,44,38,2,6.5,3.666666667,3.166666667,0.166666667,27,10,0,1,0,0,0,1,0.08852459,0.032786885,0,0.003278689,0,0,0,0.003278689
1075337.txt,P1,SPA,high,397,17,95,66,47,7,5.588235294,3.882352941,2.764705882,0.411764706,14,19,0,0,2,1,0,6,0.035264484,0.047858942,0,0,0.005037783,0.002518892,0,0.01511335
1075813.txt,P1,SPA,medium,301,15,66,75,30,11,4.4,5,2,0.733333333,8,13,1,2,0,0,0,4,0.026578073,0.043189369,0.003322259,0.006644518,0,0,0,0.013289037
1076301.txt,P2,SPA,medium,277,18,56,72,27,8,3.111111111,4,1.5,0.444444444,9,3,0,1,0,0,0,4,0.032490975,0.010830325,0,0.003610108,0,0,0,0.014440433
1076321.txt,P3,SPA,medium,279,16,61,66,24,0,3.8125,4.125,1.5,0,12,3,0,4,1,0,0,6,0.043010753,0.010752688,0,0.014336918,0.003584229,0,0,0.021505376
1076438.txt,P6,SPA,medium,339,9,66,61,18,17,7.333333333,6.777777778,2,1.888888889,15,14,0,2,2,0,0,2,0.044247788,0.041297935,0,0.005899705,0.005899705,0,0,0.005899705
1078318.txt,P2,SPA,high,439,14,95,84,46,4,6.785714286,6,3.285714286,0.285714286,16,16,1,4,2,0,1,3,0.036446469,0.036446469,0.002277904,0.009111617,0.004555809,0,0.002277904,0.006833713
1078553.txt,P4,SPA,high,383,17,93,68,33,7,5.470588235,4,1.941176471,0.411764706,17,11,2,3,0,1,0,1,0.044386423,0.028720627,0.005221932,0.007832898,0,0.002610966,0,0.002610966
1078916.txt,P1,SPA,medium,312,12,67,57,43,10,5.583333333,4.75,3.583333333,0.833333333,9,10,2,5,0,0,0,1,0.028846154,0.032051282,0.006410256,0.016025641,0,0,0,0.003205128
1079845.txt,P3,SPA,medium,303,17,77,58,31,4,4.529411765,3.411764706,1.823529412,0.235294118,8,4,0,5,1,0,0,4,0.02640264,0.01320132,0,0.01650165,0.00330033,0,0,0.01320132
1080655.txt,P1,SPA,medium,347,16,79,61,40,9,4.9375,3.8125,2.5,0.5625,10,17,6,7,3,0,0,3,0.028818444,0.048991354,0.017291066,0.020172911,0.008645533,0,0,0.008645533
1082308.txt,P3,SPA,high,335,11,81,52,42,4,7.363636364,4.727272727,3.818181818,0.363636364,12,7,0,3,1,0,1,6,0.035820896,0.020895522,0,0.008955224,0.002985075,0,0.002985075,0.017910448
1084597.txt,P1,SPA,medium,390,14,85,80,34,9,6.071428571,5.714285714,2.428571429,0.642857143,14,10,4,1,3,0,0,7,0.035897436,0.025641026,0.01025641,0.002564103,0.007692308,0,0,0.017948718
1084934.txt,P8,SPA,high,477,20,79,94,50,4,3.95,4.7,2.5,0.2,20,8,4,5,3,0,0,2,0.041928721,0.016771488,0.008385744,0.01048218,0.006289308,0,0,0.004192872
1087972.txt,P7,SPA,medium,268,11,62,53,17,6,5.636363636,4.818181818,1.545454545,0.545454545,29,7,0,0,0,0,0,0,0.108208955,0.026119403,0,0,0,0,0,0
1089472.txt,P7,SPA,medium,222,5,74,24,22,2,14.8,4.8,4.4,0.4,20,3,0,5,0,0,0,3,0.09009009,0.013513514,0,0.022522523,0,0,0,0.013513514
1089898.txt,P7,SPA,low,175,6,39,34,6,2,6.5,5.666666667,1,0.333333333,11,5,1,3,1,0,0,2,0.062857143,0.028571429,0.005714286,0.017142857,0.005714286,0,0,0.011428571
1090336.txt,P4,SPA,medium,309,7,76,52,27,5,10.85714286,7.428571429,3.857142857,0.714285714,14,6,0,3,4,1,3,6,0.045307443,0.019417476,0,0.009708738,0.012944984,0.003236246,0.009708738,0.019417476
1090340.txt,P8,SPA,high,470,11,100,93,46,4,9.090909091,8.454545455,4.181818182,0.363636364,19,8,2,3,1,0,1,0,0.040425532,0.017021277,0.004255319,0.006382979,0.00212766,0,0.00212766,0
1091309.txt,P6,SPA,high,358,18,80,71,32,5,4.444444444,3.944444444,1.777777778,0.277777778,19,14,1,0,1,0,1,4,0.053072626,0.039106145,0.002793296,0,0.002793296,0,0.002793296,0.011173184
1091612.txt,P7,SPA,high,383,6,67,79,32,18,11.16666667,13.16666667,5.333333333,3,19,14,0,1,2,0,0,0,0.049608355,0.036553525,0,0.002610966,0.005221932,0,0,0
1092073.txt,P5,SPA,high,325,13,73,75,30,11,5.615384615,5.769230769,2.307692308,0.846153846,11,4,2,8,0,2,0,8,0.033846154,0.012307692,0.006153846,0.024615385,0,0.006153846,0,0.024615385
1092270.txt,P8,SPA,high,344,19,85,65,40,5,4.473684211,3.421052632,2.105263158,0.263157895,12,10,2,2,2,1,0,8,0.034883721,0.029069767,0.005813953,0.005813953,0.005813953,0.002906977,0,0.023255814
1093268.txt,P4,SPA,high,330,15,86,66,27,3,5.733333333,4.4,1.8,0.2,19,5,2,2,1,0,0,1,0.057575758,0.015151515,0.006060606,0.006060606,0.003030303,0,0,0.003030303
1094163.txt,P8,SPA,medium,308,9,61,68,16,10,6.777777778,7.555555556,1.777777778,1.111111111,15,7,0,0,8,1,0,3,0.048701299,0.022727273,0,0,0.025974026,0.003246753,0,0.00974026
1094180.txt,P7,SPA,medium,343,18,73,69,28,9,4.055555556,3.833333333,1.555555556,0.5,13,11,0,0,2,1,0,2,0.037900875,0.032069971,0,0,0.005830904,0.002915452,0,0.005830904
1094638.txt,P6,SPA,medium,301,15,75,62,18,8,5,4.133333333,1.2,0.533333333,10,11,0,6,1,0,0,1,0.033222591,0.03654485,0,0.019933555,0.003322259,0,0,0.003322259
1094902.txt,P8,SPA,low,211,9,34,52,26,3,3.777777778,5.777777778,2.888888889,0.333333333,1,5,1,1,2,0,0,0,0.004739336,0.023696682,0.004739336,0.004739336,0.009478673,0,0,0
1095028.txt,P2,SPA,high,333,21,84,55,44,9,4,2.619047619,2.095238095,0.428571429,7,13,0,2,1,1,0,5,0.021021021,0.039039039,0,0.006006006,0.003003003,0.003003003,0,0.015015015
1096694.txt,P5,SPA,medium,308,12,71,64,28,4,5.916666667,5.333333333,2.333333333,0.333333333,19,5,1,6,0,1,0,3,0.061688312,0.016233766,0.003246753,0.019480519,0,0.003246753,0,0.00974026
1097242.txt,P1,SPA,medium,198,8,51,37,33,5,6.375,4.625,4.125,0.625,7,5,1,0,0,0,0,0,0.035353535,0.025252525,0.005050505,0,0,0,0,0
1097577.txt,P1,SPA,medium,268,12,85,41,24,5,7.083333333,3.416666667,2,0.416666667,24,10,0,1,0,0,0,6,0.089552239,0.037313433,0,0.003731343,0,0,0,0.02238806
1097795.txt,P8,SPA,medium,314,16,82,62,34,3,5.125,3.875,2.125,0.1875,16,5,0,4,2,3,0,1,0.050955414,0.015923567,0,0.012738854,0.006369427,0.00955414,0,0.003184713
1098842.txt,P1,SPA,medium,275,20,56,52,26,6,2.8,2.6,1.3,0.3,6,5,2,1,0,0,0,3,0.021818182,0.018181818,0.007272727,0.003636364,0,0,0,0.010909091
1099125.txt,P4,SPA,high,386,7,73,72,25,10,10.42857143,10.28571429,3.571428571,1.428571429,26,7,0,6,0,0,1,8,0.067357513,0.018134715,0,0.015544041,0,0,0.002590674,0.020725389
1102500.txt,P7,SPA,low,220,7,60,44,20,0,8.571428571,6.285714286,2.857142857,0,20,1,0,1,3,0,0,0,0.090909091,0.004545455,0,0.004545455,0.013636364,0,0,0
1106097.txt,P2,SPA,medium,187,10,46,42,28,2,4.6,4.2,2.8,0.2,10,5,0,0,0,0,0,0,0.053475936,0.026737968,0,0,0,0,0,0
1106499.txt,P6,SPA,medium,404,20,113,63,29,12,5.65,3.15,1.45,0.6,26,12,0,9,1,3,0,4,0.064356436,0.02970297,0,0.022277228,0.002475248,0.007425743,0,0.00990099
1106864.txt,P5,SPA,high,376,13,79,93,26,11,6.076923077,7.153846154,2,0.846153846,19,2,2,1,0,0,0,2,0.050531915,0.005319149,0.005319149,0.002659574,0,0,0,0.005319149
1107506.txt,P6,SPA,medium,327,11,65,64,25,9,5.909090909,5.818181818,2.272727273,0.818181818,16,18,0,2,2,0,0,5,0.048929664,0.055045872,0,0.006116208,0.006116208,0,0,0.01529052
1112509.txt,P4,SPA,high,310,18,69,62,29,6,3.833333333,3.444444444,1.611111111,0.333333333,24,8,1,4,2,1,0,3,0.077419355,0.025806452,0.003225806,0.012903226,0.006451613,0.003225806,0,0.009677419
1113190.txt,P3,SPA,medium,306,14,64,66,23,4,4.571428571,4.714285714,1.642857143,0.285714286,8,6,0,0,4,0,0,3,0.026143791,0.019607843,0,0,0.013071895,0,0,0.009803922
1113799.txt,P3,SPA,high,359,17,81,74,38,2,4.764705882,4.352941176,2.235294118,0.117647059,10,4,0,7,2,0,1,5,0.027855153,0.011142061,0,0.019498607,0.005571031,0,0.002785515,0.013927577
1116840.txt,P2,SPA,high,353,20,80,73,27,7,4,3.65,1.35,0.35,12,9,2,4,0,1,0,1,0.033994334,0.025495751,0.005665722,0.011331445,0,0.002832861,0,0.002832861
1119490.txt,P8,SPA,medium,341,15,69,79,40,3,4.6,5.266666667,2.666666667,0.2,15,14,1,2,0,0,2,2,0.04398827,0.041055718,0.002932551,0.005865103,0,0,0.005865103,0.005865103
1120966.txt,P7,SPA,low,270,9,48,50,22,14,5.333333333,5.555555556,2.444444444,1.555555556,18,6,0,7,2,0,0,3,0.066666667,0.022222222,0,0.025925926,0.007407407,0,0,0.011111111
1122932.txt,P3,SPA,high,333,16,93,52,36,3,5.8125,3.25,2.25,0.1875,21,4,2,4,0,3,0,4,0.063063063,0.012012012,0.006006006,0.012012012,0,0.009009009,0,0.012012012
1123424.txt,P4,SPA,medium,360,29,102,61,29,3,3.517241379,2.103448276,1,0.103448276,27,3,1,1,1,0,2,7,0.075,0.008333333,0.002777778,0.002777778,0.002777778,0,0.005555556,0.019444444
1126329.txt,P4,SPA,medium,283,8,64,50,20,1,8,6.25,2.5,0.125,23,6,0,4,4,0,0,3,0.081272085,0.021201413,0,0.014134276,0.014134276,0,0,0.010600707
1126384.txt,P7,SPA,medium,321,16,77,67,14,8,4.8125,4.1875,0.875,0.5,25,6,0,0,1,0,0,3,0.07788162,0.018691589,0,0,0.003115265,0,0,0.009345794
1126521.txt,P7,SPA,medium,302,11,62,57,19,6,5.636363636,5.181818182,1.727272727,0.545454545,10,6,1,2,2,0,3,3,0.033112583,0.01986755,0.003311258,0.006622517,0.006622517,0,0.009933775,0.009933775
1127395.txt,P6,SPA,medium,313,16,72,60,15,7,4.5,3.75,0.9375,0.4375,10,19,1,0,1,3,0,2,0.031948882,0.060702875,0.003194888,0,0.003194888,0.009584665,0,0.006389776
1127786.txt,P5,SPA,high,351,15,81,69,21,13,5.4,4.6,1.4,0.866666667,39,4,1,3,0,0,0,3,0.111111111,0.011396011,0.002849003,0.008547009,0,0,0,0.008547009
1128238.txt,P1,SPA,medium,298,18,65,53,26,13,3.611111111,2.944444444,1.444444444,0.722222222,17,1,6,4,5,0,0,4,0.05704698,0.003355705,0.020134228,0.013422819,0.016778523,0,0,0.013422819
1128527.txt,P3,SPA,medium,313,10,67,71,23,3,6.7,7.1,2.3,0.3,12,4,0,1,1,1,3,8,0.038338658,0.012779553,0,0.003194888,0.003194888,0.003194888,0.009584665,0.025559105
1129154.txt,P7,SPA,high,318,11,58,62,27,6,5.272727273,5.636363636,2.454545455,0.545454545,12,11,0,4,0,0,0,1,0.037735849,0.034591195,0,0.012578616,0,0,0,0.003144654
1129521.txt,P3,SPA,medium,300,11,76,55,24,8,6.909090909,5,2.181818182,0.727272727,15,3,1,3,0,0,0,9,0.05,0.01,0.003333333,0.01,0,0,0,0.03
1130720.txt,P4,SPA,medium,267,12,58,44,23,5,4.833333333,3.666666667,1.916666667,0.416666667,19,7,2,5,0,0,0,2,0.071161049,0.026217228,0.007490637,0.018726592,0,0,0,0.007490637
1131365.txt,P3,SPA,medium,275,12,63,56,28,5,5.25,4.666666667,2.333333333,0.416666667,6,4,0,2,1,0,0,1,0.021818182,0.014545455,0,0.007272727,0.003636364,0,0,0.003636364
1132353.txt,P3,SPA,medium,259,13,51,52,25,6,3.923076923,4,1.923076923,0.461538462,21,3,0,6,3,0,0,3,0.081081081,0.011583012,0,0.023166023,0.011583012,0,0,0.011583012
1132478.txt,P5,SPA,medium,250,10,71,35,26,7,7.1,3.5,2.6,0.7,13,7,1,1,0,0,0,4,0.052,0.028,0.004,0.004,0,0,0,0.016
1132559.txt,P6,SPA,high,303,12,62,64,30,8,5.166666667,5.333333333,2.5,0.666666667,17,13,1,2,0,1,0,2,0.056105611,0.04290429,0.00330033,0.00660066,0,0.00330033,0,0.00660066
1132702.txt,P6,SPA,high,318,15,67,60,26,9,4.466666667,4,1.733333333,0.6,13,15,0,3,2,1,0,1,0.040880503,0.047169811,0,0.009433962,0.006289308,0.003144654,0,0.003144654
1133423.txt,P3,SPA,high,329,14,76,66,39,8,5.428571429,4.714285714,2.785714286,0.571428571,13,5,0,1,0,0,0,4,0.039513678,0.015197568,0,0.003039514,0,0,0,0.012158055
1133447.txt,P7,SPA,high,296,8,60,57,18,4,7.5,7.125,2.25,0.5,17,7,1,2,0,0,2,2,0.057432432,0.023648649,0.003378378,0.006756757,0,0,0.006756757,0.006756757
1136743.txt,P4,SPA,medium,289,19,66,58,23,4,3.473684211,3.052631579,1.210526316,0.210526316,20,8,2,3,1,0,0,0,0.069204152,0.027681661,0.006920415,0.010380623,0.003460208,0,0,0
1138674.txt,P1,SPA,medium,313,9,71,49,28,12,7.888888889,5.444444444,3.111111111,1.333333333,7,19,3,2,3,0,0,2,0.022364217,0.060702875,0.009584665,0.006389776,0.009584665,0,0,0.006389776
1138948.txt,P5,SPA,medium,257,9,71,40,30,7,7.888888889,4.444444444,3.333333333,0.777777778,26,3,0,1,0,0,0,3,0.101167315,0.011673152,0,0.003891051,0,0,0,0.011673152
1140153.txt,P4,SPA,medium,281,7,79,41,19,1,11.28571429,5.857142857,2.714285714,0.142857143,21,13,8,3,1,0,0,3,0.074733096,0.046263345,0.028469751,0.010676157,0.003558719,0,0,0.010676157
1140603.txt,P3,SPA,high,275,13,72,52,35,3,5.538461538,4,2.692307692,0.230769231,10,4,2,2,1,2,1,0,0.036363636,0.014545455,0.007272727,0.007272727,0.003636364,0.007272727,0.003636364,0
1140857.txt,P3,SPA,medium,321,20,68,63,35,4,3.4,3.15,1.75,0.2,13,8,0,2,2,0,3,5,0.040498442,0.024922118,0,0.00623053,0.00623053,0,0.009345794,0.015576324
1140995.txt,P7,SPA,high,339,15,77,62,31,11,5.133333333,4.133333333,2.066666667,0.733333333,29,4,0,0,2,0,2,3,0.085545723,0.01179941,0,0,0.005899705,0,0.005899705,0.008849558
1141240.txt,P8,SPA,medium,292,12,61,74,23,4,5.083333333,6.166666667,1.916666667,0.333333333,6,7,3,0,3,0,0,3,0.020547945,0.023972603,0.010273973,0,0.010273973,0,0,0.010273973
1141699.txt,P1,SPA,medium,324,12,72,56,40,2,6,4.666666667,3.333333333,0.166666667,8,12,2,1,2,0,0,0,0.024691358,0.037037037,0.00617284,0.00308642,0.00617284,0,0,0
1142027.txt,P8,SPA,medium,347,8,69,70,18,8,8.625,8.75,2.25,1,15,7,2,7,1,1,0,7,0.043227666,0.020172911,0.005763689,0.020172911,0.002881844,0.002881844,0,0.020172911
1142749.txt,P7,SPA,high,437,15,98,100,31,3,6.533333333,6.666666667,2.066666667,0.2,17,14,2,7,1,1,0,1,0.038901602,0.032036613,0.004576659,0.016018307,0.00228833,0.00228833,0,0.00228833
1143807.txt,P6,SPA,high,455,15,87,87,34,23,5.8,5.8,2.266666667,1.533333333,22,22,3,3,3,0,1,4,0.048351648,0.048351648,0.006593407,0.006593407,0.006593407,0,0.002197802,0.008791209
1146000.txt,P2,SPA,high,309,14,86,45,55,4,6.142857143,3.214285714,3.928571429,0.285714286,7,11,0,1,1,2,0,2,0.022653722,0.035598706,0,0.003236246,0.003236246,0.006472492,0,0.006472492
1146077.txt,P6,SPA,medium,315,11,59,65,19,17,5.363636364,5.909090909,1.727272727,1.545454545,18,13,0,2,1,0,0,2,0.057142857,0.041269841,0,0.006349206,0.003174603,0,0,0.006349206
1146161.txt,P4,SPA,medium,220,11,55,42,19,5,5,3.818181818,1.727272727,0.454545455,13,6,1,2,0,1,0,6,0.059090909,0.027272727,0.004545455,0.009090909,0,0.004545455,0,0.027272727
1147214.txt,P4,SPA,medium,344,16,77,59,21,12,4.8125,3.6875,1.3125,0.75,29,11,0,5,0,0,0,3,0.084302326,0.031976744,0,0.014534884,0,0,0,0.00872093
1147675.txt,P4,SPA,medium,292,9,67,52,25,12,7.444444444,5.777777778,2.777777778,1.333333333,33,11,0,2,2,1,0,0,0.113013699,0.037671233,0,0.006849315,0.006849315,0.003424658,0,0
1148789.txt,P3,SPA,medium,376,14,79,79,32,7,5.642857143,5.642857143,2.285714286,0.5,9,5,0,3,3,1,0,2,0.02393617,0.013297872,0,0.007978723,0.007978723,0.002659574,0,0.005319149
1149313.txt,P4,SPA,medium,303,10,64,63,25,6,6.4,6.3,2.5,0.6,16,11,0,4,1,1,0,4,0.052805281,0.03630363,0,0.01320132,0.00330033,0.00330033,0,0.01320132
1151272.txt,P6,SPA,high,472,22,92,88,30,14,4.181818182,4,1.363636364,0.636363636,29,14,0,4,1,0,0,6,0.061440678,0.029661017,0,0.008474576,0.002118644,0,0,0.012711864
1152358.txt,P1,SPA,high,357,21,77,65,44,9,3.666666667,3.095238095,2.095238095,0.428571429,8,21,5,2,2,0,0,0,0.022408964,0.058823529,0.014005602,0.005602241,0.005602241,0,0,0
1153439.txt,P5,SPA,low,268,12,68,46,22,7,5.666666667,3.833333333,1.833333333,0.583333333,30,1,1,1,0,1,0,1,0.111940299,0.003731343,0.003731343,0.003731343,0,0.003731343,0,0.003731343
1153626.txt,P6,SPA,high,418,14,76,89,31,7,5.428571429,6.357142857,2.214285714,0.5,21,11,1,1,0,0,1,8,0.050239234,0.026315789,0.002392344,0.002392344,0,0,0.002392344,0.019138756
1153947.txt,P6,SPA,high,412,21,105,68,26,17,5,3.238095238,1.238095238,0.80952381,32,19,0,0,1,0,0,3,0.077669903,0.046116505,0,0,0.002427184,0,0,0.007281553
1154562.txt,P7,SPA,low,275,14,69,47,17,9,4.928571429,3.357142857,1.214285714,0.642857143,16,5,0,2,0,0,0,2,0.058181818,0.018181818,0,0.007272727,0,0,0,0.007272727
1155108.txt,P7,SPA,medium,270,6,53,66,21,6,8.833333333,11,3.5,1,8,7,0,0,1,0,0,6,0.02962963,0.025925926,0,0,0.003703704,0,0,0.022222222
1160675.txt,P7,SPA,medium,310,8,59,64,17,7,7.375,8,2.125,0.875,11,8,1,3,1,0,0,1,0.035483871,0.025806452,0.003225806,0.009677419,0.003225806,0,0,0.003225806
1163318.txt,P5,SPA,high,456,19,117,84,42,12,6.157894737,4.421052632,2.210526316,0.631578947,25,10,3,3,3,1,0,4,0.054824561,0.021929825,0.006578947,0.006578947,0.006578947,0.002192982,0,0.00877193
1164496.txt,P8,SPA,high,422,14,87,87,36,9,6.214285714,6.214285714,2.571428571,0.642857143,15,7,2,2,2,0,2,5,0.035545024,0.016587678,0.004739336,0.004739336,0.004739336,0,0.004739336,0.011848341
1164775.txt,P6,SPA,medium,365,17,73,77,17,21,4.294117647,4.529411765,1,1.235294118,15,14,1,3,0,1,0,1,0.04109589,0.038356164,0.002739726,0.008219178,0,0.002739726,0,0.002739726
1164862.txt,P7,SPA,medium,339,20,91,70,19,8,4.55,3.5,0.95,0.4,15,13,1,3,0,0,0,5,0.044247788,0.038348083,0.002949853,0.008849558,0,0,0,0.014749263
